Périmètre;Titre;Genre / famille;Joueurs max;Type multijoueur;Déroulement;Affichage;Drop-in;Multitap;Année;Région;Développeur;Éditeur;Validation;Confiance;Remarques;Source FE-Metadata;Source OpenVGDB / référence
Base principale (275);Ms. Pac-Man;Puzzle / plateau / quiz;2;Alterné ou versus;À confirmer;Même écran;Non documenté;Non documenté;1991;USA, Europe;Innerprise Software;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586331-ms-pac-man
Base principale (275);Pac-Attack;Puzzle / plateau / quiz;2;Versus;Simultané;Même écran;Non documenté;Non documenté;1993;USA;Namco;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586366-pac-attack
Complément (107);Party Quiz Mega Q;Puzzle / plateau / quiz;5;Alterné ou versus;À confirmer;Même écran;Non documenté;Oui;Nov5;Japan;Minato Giken;;Candidat complémentaire – à vérifier;À vérifier;Jusqu’à 5 joueurs selon le titre/adaptateur;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/570404-mega-q
Complément (107);Puyo Puyo;Puzzle / plateau / quiz;2;Versus;Simultané;Même écran;Non documenté;Non documenté;Dec ;Japan;Compile;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/570395-puyo-puyo
Complément (107);Puyo Puyo 2;Puzzle / plateau / quiz;2;Versus;Simultané;Même écran;Non documenté;Non documenté;;Japan;;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;https://github.com/OpenVGDB/OpenVGDB
Complément (107);Puzzle & Action: Ichidant-R;Puzzle / plateau / quiz;2;Versus;Simultané;Même écran;Non documenté;Non documenté;;Japan;;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;https://github.com/OpenVGDB/OpenVGDB
Complément (107);Puzzle & Action: Tant-R;Puzzle / plateau / quiz;2;Versus;Simultané;Même écran;Non documenté;Non documenté;;Japan;;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;https://github.com/OpenVGDB/OpenVGDB
Base principale (275);Risk;Puzzle / plateau / quiz;6;Compétitif / hotseat;Alterné;Même écran;Non documenté;Oui;1994;USA;Sculptured Software;;Confirmé FE-Metadata;Élevée;Jusqu’à 6 joueurs selon le titre/adaptateur;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586421-risk
Complément (107);Shanghai II: Dragon's Eye;Puzzle / plateau / quiz;2;Alterné ou versus;À confirmer;Même écran;Non documenté;Non documenté;1994;USA;Home Data;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586453-shanghai-ii-dragons-eye
Complément (107);Shove It! ...The Warehouse Game;Puzzle / plateau / quiz;2;Alterné ou versus;À confirmer;Même écran;Non documenté;Non documenté;1990;USA;Dreamworks/NCS;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586456-shove-it-the-warehouse-game
Complément (107);Trivial Pursuit: Genus Edition;Puzzle / plateau / quiz;2;Compétitif / hotseat;Alterné;Même écran;Non documenté;Non documenté;1992;Europe;;;Candidat complémentaire – à vérifier;À vérifier;Métadonnées bibliographiques complétées manuellement ou non disponibles;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;https://github.com/OpenVGDB/OpenVGDB
Complément (107);Ultimate Qix;Puzzle / plateau / quiz;2;Versus;Simultané;Même écran;Non documenté;Non documenté;1991;USA;ITL;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586570-ultimate-qix
Complément (107);Wheel of Fortune;Puzzle / plateau / quiz;2;Compétitif / hotseat;Alterné;Même écran;Non documenté;Non documenté;1992;USA;Imagitec Design, Inc.;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586596-wheel-of-fortune
Complément (107);Wheel of Fortune: Deluxe Edition;Puzzle / plateau / quiz;2;Compétitif / hotseat;Alterné;Même écran;Non documenté;Non documenté;1994;USA;;;Candidat complémentaire – à vérifier;À vérifier;Métadonnées bibliographiques complétées manuellement ou non disponibles;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;https://github.com/OpenVGDB/OpenVGDB
Complément (107);Zany Golf;Puzzle / plateau / quiz;2;Alterné ou versus;À confirmer;Même écran;Non documenté;Non documenté;1990;USA, Europe;Sandcastle;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586624-zany-golf
Base principale (275);Zoom!;Puzzle / plateau / quiz;2;Alterné ou versus;À confirmer;Même écran;Non documenté;Non documenté;Nov3;World;Cyclone System;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586628-zoom
Base principale (275);Aerobiz;Stratégie / gestion;4;Versus / hotseat;Alterné;Même écran;Non documenté;Oui;1992;USA;Koei;;Confirmé FE-Metadata;Élevée;Jusqu’à 4 joueurs selon le titre/adaptateur;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586012-aerobiz
Base principale (275);Aerobiz Supersonic;Stratégie / gestion;4;Versus / hotseat;Alterné;Même écran;Non documenté;Oui;1994;USA;Koei;;Confirmé FE-Metadata;Élevée;Jusqu’à 4 joueurs selon le titre/adaptateur;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586013-aerobiz-supersonic
Base principale (275);Centurion: Defender of Rome;Stratégie / gestion;2;Versus / hotseat;Alterné;Même écran;Non documenté;Non documenté;1991;USA, Europe;Bits of Magic;;Noyau consolidé (catalogues + genre);Moyenne;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586096-centurion-defender-of-rome
Complément (107);Dyna Brothers;Stratégie / gestion;2;Versus / hotseat;Alterné;Même écran;Non documenté;Non documenté;Jul ;Japan;CRI;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/570433-dyna-brothers
Complément (107);Dyna Brothers 2;Stratégie / gestion;2;Versus / hotseat;Alterné;Même écran;Non documenté;Non documenté;Dec3;Japan;CRI;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/570439-dyna-brothers-2
Complément (107);Gemfire;Stratégie / gestion;2;Versus / hotseat;Alterné;Même écran;Non documenté;Non documenté;Jun ;USA;Koei;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586205-gemfire
Base principale (275);Genghis Khan II: Clan of the Gray Wolf;Stratégie / gestion;2;Versus / hotseat;Alterné;Même écran;Non documenté;Non documenté;Sep ;USA;Koei;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/570471-genghis-khan-ii-clan-of-the-gray-wolf
Complément (107);Herzog Zwei;Stratégie / gestion;2;Versus / hotseat;Alterné;Même écran;Non documenté;Non documenté;Jan ;Japan;TechnoSoft;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/473001-herzog-zwei
Base principale (275);Liberty or Death;Stratégie / gestion;2;Versus / hotseat;Alterné;Même écran;Non documenté;Non documenté;1994;USA;Koei;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586288-liberty-or-death
Complément (107);Master of Monsters;Stratégie / gestion;2;Versus / hotseat;Alterné;Même écran;Non documenté;Non documenté;1991;USA;Opera House;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586307-master-of-monsters
Complément (107);Mega-Lo-Mania;Stratégie / gestion;2;Versus / hotseat;Alterné;Même écran;Non documenté;Non documenté;1992;Europe;Sensible Software;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586569-tyrants
Complément (107);Nobunaga's Ambition;Stratégie / gestion;2;Versus / hotseat;Alterné;Même écran;Non documenté;Non documenté;1993;USA;Koei;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/570438-nobunagas-ambition
Base principale (275);P.T.O.: Pacific Theater of Operations;Stratégie / gestion;2;Versus / hotseat;Alterné;Même écran;Non documenté;Non documenté;1993;USA;Koei;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586365-pto-pacific-theater-of-operations
Complément (107);Populous;Stratégie / gestion;2;Versus / hotseat;Alterné;Même écran;Non documenté;Non documenté;Aug8;Europe;Bullfrog Productions;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586390-populous
Complément (107);Populous II: Trials of the Olympian Gods;Stratégie / gestion;2;Versus / hotseat;Alterné;Même écran;Non documenté;Non documenté;1993;Europe;;;Candidat complémentaire – à vérifier;À vérifier;Métadonnées bibliographiques complétées manuellement ou non disponibles;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;https://github.com/OpenVGDB/OpenVGDB
Complément (107);PowerMonger;Stratégie / gestion;2;Versus / hotseat;Alterné;Même écran;Non documenté;Non documenté;1993;Japan, Korea;Sprytes;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586392-power-monger
Complément (107);Romance of the Three Kingdoms II;Stratégie / gestion;2;Versus / hotseat;Alterné;Même écran;Non documenté;Non documenté;Dec ;USA;Koei;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586437-romance-of-the-three-kingdoms-ii
Base principale (275);Romance of the Three Kingdoms III: Dragon of Destiny;Stratégie / gestion;8;Versus / hotseat;Alterné;Même écran;Non documenté;Oui;Feb4;USA;Koei;;Confirmé FE-Metadata;Élevée;Jusqu’à 8 joueurs selon le titre/adaptateur;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/570507-romance-of-the-three-kingdoms-iii
Complément (107);Star Control;Stratégie / gestion;2;Versus / hotseat;Alterné;Même écran;Non documenté;Non documenté;1991;USA;Toys for Bob;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586486-star-control
Base principale (275);Warrior of Rome II;Stratégie / gestion;2;Versus / hotseat;Alterné;Même écran;Non documenté;Non documenté;1992;USA;Micronet;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586588-warrior-of-rome-ii
Base principale (275);Dragon's Fury;Tir / arcade alterné;2;Coopératif ou alterné;Alterné;Même écran;Non documenté;Non documenté;1992;USA, Europe;TechnoSoft;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586150-dragons-fury
Complément (107);Dragon's Revenge;Tir / arcade alterné;2;Coopératif ou alterné;Alterné;Même écran;Non documenté;Non documenté;1993;Japan;Tengen;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586151-dragons-revenge
Base principale (275);Gadget Twins;Tir / arcade alterné;2;Coopératif ou alterné;Simultané;Même écran;Non documenté;Non documenté;Aug ;USA;Imagitec Design, Inc.;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586197-gadget-twins
Base principale (275);Lethal Enforcers;Tir / arcade alterné;2;Coopératif ou alterné;Simultané;Même écran;Non documenté;Non documenté;Jul ;USA;Konami;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586285-lethal-enforcers
Base principale (275);Lethal Enforcers II: Gun Fighters;Tir / arcade alterné;2;Coopératif ou alterné;Simultané;Même écran;Non documenté;Non documenté;1994;USA;Konami;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586286-lethal-enforcers-ii-gun-fighters
Base principale (275);Revolution X;Tir / arcade alterné;2;Coopératif ou alterné;Simultané;Même écran;Non documenté;Non documenté;1995;USA, Europe;Rage Software;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586418-revolution-x
Base principale (275);T2: The Arcade Game;Tir / arcade alterné;2;Coopératif ou alterné;Simultané;Même écran;Non documenté;Non documenté;1992;USA;Acclaim;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586531-terminator-2-the-arcade-game
Complément (107);Vapor Trail;Tir / arcade alterné;2;Coopératif ou alterné;Simultané;Même écran;Non documenté;Non documenté;1991;USA;Data East;;Candidat complémentaire – à vérifier;À vérifier;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586577-vapor-trail
Complément (107);Viewpoint;Tir / arcade alterné;2;Coopératif ou alterné;Alterné;Même écran;Non documenté;Non documenté;1994;USA;Nexus Interact;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586579-viewpoint
Complément (107);Xenon 2: Megablast;Tir / arcade alterné;2;Coopératif ou alterné;Alterné;Même écran;Non documenté;Non documenté;1992;Europe;Bitmap Brothers;;Confirmé FE-Metadata;Élevée;;https://raw.githubusercontent.com/dd900/FE-Metadata/refs/heads/main/genesis/metadata.pegasus.txt;http://www.gamefaqs.com/genesis/586617-xenon-2-megablast
